우편번호,일련번호,시도,시군구,읍면동,리,도서,번지,아파트/건물명
240810,011,강원도,동해시,천곡동,,,795~825,
240810,001,강원도,동해시,천곡동,,,781~790,
240810,021,강원도,동해시,천곡동,,,1074~1200,
240809,001,강원도,동해시,천곡동,,,421~780,
240809,011,강원도,동해시,천곡동,,,1044~1073,
240808,001,강원도,동해시,천곡동,,,307~420,
240807,011,강원도,동해시,천곡동,,,995~1043,
240807,001,강원도,동해시,천곡동,,,1~306,
240735,012,강원도,동해시,천곡동,,,,주공2차아파트 (201~206동)
240735,002,강원도,동해시,천곡동,,,,센트로빌아파트
240734,012,강원도,동해시,천곡동,,,,한움빌리지아파트
240734,002,강원도,동해시,천곡동,,,,한양아파트
240727,002,강원도,동해시,천곡동,,,,롯데아파트
240702,007,강원도,동해시,천곡동,,,,동해경찰서
240726,002,강원도,동해시,천곡동,,,,주공5차아파트 (501~507동)
240715,003,강원도,동해시,천곡동,,,,흥국생명빌딩
240010,001,강원도,동해시,천곡동,,,,
240010,017,강원도,동해시,천곡동,,,,동해우체국
240722,002,강원도,동해시,천곡동,,,,주공1차아파트 (1~9동)
240725,002,강원도,동해시,천곡동,,,,주공4차아파트 (401~419동)
240722,012,강원도,동해시,천곡동,,,,주공3차아파트 (301~310동)
240736,012,강원도,동해시,천곡동,,,,주공6차아파트 (601~606동)
240100,001,강원도,동해시,초구동,,,,
240220,001,강원도,동해시,추암동,,,,
240711,003,강원도,동해시,평릉동,,,,동인병원
240714,003,강원도,동해시,평릉동,,,,산재의료관리원동해병원
240899,016,강원도,동해시,평릉동,,,604-20,사서함
240020,001,강원도,동해시,평릉동,,,,
240710,012,강원도,동해시,평릉동,,,,동해하나리움아파트 (101~106동)
240710,022,강원도,동해시,평릉동,,,,동해엘리시아아파트 (101~105동)
240250,001,강원도,동해시,호현동,,,,
240160,001,강원도,동해시,효가동,,,,
240600,006,강원도,동해시,,,,,동해우체국사서함
245811,001,강원도,삼척시,가곡면,동활리,,,
245812,001,강원도,삼척시,가곡면,오목리,,,
245812,011,강원도,삼척시,가곡면,오저리,,,
245813,011,강원도,삼척시,가곡면,탕곡리,,,
245811,011,강원도,삼척시,가곡면,풍곡리,,,
245810,001,강원도,삼척시,가곡면,,,,
245090,001,강원도,삼척시,갈천동,,,,
245712,003,강원도,삼척시,갈천동,,,,삼척문화방송
245240,001,강원도,삼척시,건지동,,,,
245729,012,강원도,삼척시,건지동,,,,건지주공아파트 (101~106동)
245705,017,강원도,삼척시,교동,,,,삼척세무서
245899,056,강원도,삼척시,교동,,,73-5~73-6,사서함
245724,052,강원도,삼척시,교동,,,,코아루아파트 (301~309동)
245080,001,강원도,삼척시,교동,,,,
245711,005,강원도,삼척시,교동,,,,강원대학교삼척캠퍼스
245701,007,강원도,삼척시,교동,,,,삼척시청
245714,002,강원도,삼척시,교동,,,,동부아파트
245721,002,강원도,삼척시,교동,,,,청솔2차아파트 (201~204동)
245715,002,강원도,삼척시,교동,,,,신동아아파트
245930,001,강원도,삼척시,교동,,,1~499,
245933,001,강원도,삼척시,교동,,,593~726,
245931,001,강원도,삼척시,교동,,,500~591,
245725,012,강원도,삼척시,교동,,,,강부2차아파트 (101~103동)
245899,036,강원도,삼척시,교동,,,73-1,사서함
245899,046,강원도,삼척시,교동,,,73-3,사서함
245899,066,강원도,삼척시,교동,,,73-15~73-17,사서함
245899,106,강원도,삼척시,교동,,,73-8~73-12,사서함
245831,001,강원도,삼척시,근덕면,광태리,,,
245832,051,강원도,삼척시,근덕면,교가리,,,
245832,061,강원도,삼척시,근덕면,교곡리,,,
245899,076,강원도,삼척시,근덕면,교곡리,,73-13,사서함
245831,011,강원도,삼척시,근덕면,궁촌리,,,
245833,001,강원도,삼척시,근덕면,금계리,,,
245833,011,강원도,삼척시,근덕면,덕산리,,,
245838,091,강원도,삼척시,근덕면,동막1리,,,
245838,101,강원도,삼척시,근덕면,동막2리,,,
245839,211,강원도,삼척시,근덕면,동막3리,,,
245839,221,강원도,삼척시,근덕면,동막4리,,,
245839,231,강원도,삼척시,근덕면,동막5리,,,
245839,241,강원도,삼척시,근덕면,동막6리,,,
245839,251,강원도,삼척시,근덕면,동막7리,,,
245834,001,강원도,삼척시,근덕면,동막리,,,
245831,051,강원도,삼척시,근덕면,매원리,,,
245834,071,강원도,삼척시,근덕면,부남리,,,
245899,096,강원도,삼척시,근덕면,부남리,,73-18,사서함
245833,021,강원도,삼척시,근덕면,상맹방리,,,
245836,001,강원도,삼척시,근덕면,용화리,,,
245836,021,강원도,삼척시,근덕면,장호리,,,
245836,041,강원도,삼척시,근덕면,초곡리,,,
245833,031,강원도,삼척시,근덕면,하맹방리,,,
245830,001,강원도,삼척시,근덕면,,,,
245230,001,강원도,삼척시,근산동,,,,
245722,003,강원도,삼척시,남양동,,,,중앙시장
245934,001,강원도,삼척시,남양동,,,1~4,
245010,017,강원도,삼척시,남양동,,,,삼척우체국
245935,001,강원도,삼척시,남양동,,,5~32,
245937,001,강원도,삼척시,남양동,,,101~149,
245938,001,강원도,삼척시,남양동,,,150~425,
245010,001,강원도,삼척시,남양동,,,,
245936,001,강원도,삼척시,남양동,,,33~100,
245841,001,강원도,삼척시,노곡면,개산리,,,
245842,001,강원도,삼척시,노곡면,고자리,,,
245841,011,강원도,삼척시,노곡면,둔달리,,,
245841,021,강원도,삼척시,노곡면,상군천리,,,
245835,001,강원도,삼척시,노곡면,상마읍리,,,
245842,011,강원도,삼척시,노곡면,상반천리,,,
245841,031,강원도,삼척시,노곡면,상월산리,,,
245842,021,강원도,삼척시,노곡면,상천기리,,,
245842,031,강원도,삼척시,노곡면,여삼리,,,
245837,001,강원도,삼척시,노곡면,우발리,,,
245835,021,강원도,삼척시,노곡면,주지리,,,
245835,011,강원도,삼척시,노곡면,중마읍리,,,
245841,041,강원도,삼척시,노곡면,하군천리,,,
245835,031,강원도,삼척시,노곡면,하마읍리,,,
245842,041,강원도,삼척시,노곡면,하반천리,,,
245842,051,강원도,삼척시,노곡면,하월산리,,,
245840,001,강원도,삼척시,노곡면,,,,
245939,001,강원도,삼척시,당저동,,,1~159,
245940,001,강원도,삼척시,당저동,,,160~180,
245070,001,강원도,삼척시,당저동,,,,
245200,001,강원도,삼척시,도경동,,,,
245901,001,강원도,삼척시,도계읍,고사리,,,
245902,001,강원도,삼척시,도계읍,구사리,,,
245904,001,강원도,삼척시,도계읍,늑구리,,,
245905,001,강원도,삼척시,도계읍,도계1리,,,
245905,011,강원도,삼척시,도계읍,도계2리,,,
245905,021,강원도,삼척시,도계읍,도계3리,,,
245906,001,강원도,삼척시,도계읍,도계4리,,,
245906,011,강원도,삼척시,도계읍,도계5리,,,
245905,031,강원도,삼척시,도계읍,도계리,,,
245781,002,강원도,삼척시,도계읍,도계리,,,달전경동아파트 (13~22동)
245781,012,강원도,삼척시,도계읍,도계리,,,달전경동아파트 (12동)
245904,021,강원도,삼척시,도계읍,마교리,,,
245901,011,강원도,삼척시,도계읍,무건리,,,
245901,021,강원도,삼척시,도계읍,발이리,,,
245901,031,강원도,삼척시,도계읍,산기리,,,
245907,001,강원도,삼척시,도계읍,상덕리,,,
245902,011,강원도,삼척시,도계읍,신리,,,
245903,011,강원도,삼척시,도계읍,심포리,,,
245907,011,강원도,삼척시,도계읍,재도리,,,
245908,001,강원도,삼척시,도계읍,전두리,,,
245904,031,강원도,삼척시,도계읍,점리,,,
245901,041,강원도,삼척시,도계읍,차구리,,,
245901,051,강원도,삼척시,도계읍,하고사리,,,
245901,061,강원도,삼척시,도계읍,한내리,,,
245907,021,강원도,삼척시,도계읍,황조리,,,
245710,015,강원도,삼척시,도계읍,황조리,,,강원대학교삼척제2캠퍼스
245909,001,강원도,삼척시,도계읍,흥전리,,,
245900,001,강원도,삼척시,도계읍,,,,
245782,002,강원도,삼척시,도계읍,,,,협동아파트
245783,002,강원도,삼척시,도계읍,,,,새마을아파트
245190,001,강원도,삼척시,등봉동,,,,
245120,001,강원도,삼척시,마달동,,,,
245210,001,강원도,삼척시,마평동,,,,
245821,001,강원도,삼척시,미로면,고천리,,,
245821,011,강원도,삼척시,미로면,내미로리,,,
245822,001,강원도,삼척시,미로면,동산리,,,
245821,021,강원도,삼척시,미로면,무사리,,,
245821,031,강원도,삼척시,미로면,사둔리,,,
245822,011,강원도,삼척시,미로면,삼거리,,,
245823,001,강원도,삼척시,미로면,상거노리,,,
245822,021,강원도,삼척시,미로면,상사전리,,,
245823,021,강원도,삼척시,미로면,상정리,,,
245823,031,강원도,삼척시,미로면,천기리,,,
245825,051,강원도,삼척시,미로면,하거노1리,,,
245826,051,강원도,삼척시,미로면,하거노2리,,,
245821,061,강원도,삼척시,미로면,하거노리,,,
245822,031,강원도,삼척시,미로면,하사전리,,,
245823,041,강원도,삼척시,미로면,하정리,,,
245823,051,강원도,삼척시,미로면,활기리,,,
245820,001,강원도,삼척시,미로면,,,,
245150,001,강원도,삼척시,사직동,,,,
245713,004,강원도,삼척시,사직동,,,,동양시멘트
245060,001,강원도,삼척시,성남동,,,,
245941,001,강원도,삼척시,성내동,,,1~24,
245942,001,강원도,삼척시,성내동,,,25~124,
245050,001,강원도,삼척시,성내동,,,,
245040,001,강원도,삼척시,성북동,,,,
245921,001,강원도,삼척시,신기면,고무릉리,,,
245921,011,강원도,삼척시,신기면,대기리,,,
245921,021,강원도,삼척시,신기면,대이리,,,
245921,031,강원도,삼척시,신기면,대평리,,,
245922,001,강원도,삼척시,신기면,마차리,,,
245921,041,강원도,삼척시,신기면,서하리,,,
245921,051,강원도,삼척시,신기면,신기리,,,
245921,061,강원도,삼척시,신기면,안의리,,,
245920,001,강원도,삼척시,신기면,,,,
245160,001,강원도,삼척시,오분동,,,,
245220,001,강원도,삼척시,오사동,,,,
245110,001,강원도,삼척시,우지동,,,,
245250,001,강원도,삼척시,원당동,,,,
245726,012,강원도,삼척시,원당동,,,,현대아파트 (101~104동)
245728,012,강원도,삼척시,원당동,,,,한양아파트 (101~105동)
245943,001,강원도,삼척시,원당동,,,1~116,
245943,011,강원도,삼척시,원당동,,,118~242,
245727,012,강원도,삼척시,원당동,,,,주공아파트 (101~109동)
245804,061,강원도,삼척시,원덕읍,갈남리,,,
245802,001,강원도,삼척시,원덕읍,기곡리,,,
245802,041,강원도,삼척시,원덕읍,노경리,,,
245804,001,강원도,삼척시,원덕읍,노곡리,,,
245802,021,강원도,삼척시,원덕읍,사곡리,,,
245802,031,강원도,삼척시,원덕읍,산양리,,,
245804,041,강원도,삼척시,원덕읍,옥원1리,,,
245804,051,강원도,삼척시,원덕읍,옥원2리,,,
245801,031,강원도,삼척시,원덕읍,옥원3리,,,
245803,031,강원도,삼척시,원덕읍,월천리,,,
245805,001,강원도,삼척시,원덕읍,이천리,,,
245801,021,강원도,삼척시,원덕읍,임원리,,,
245803,061,강원도,삼척시,원덕읍,호산리,,,
245800,001,강원도,삼척시,원덕읍,,,,
245020,001,강원도,삼척시,읍상동,,,,
245030,001,강원도,삼척시,읍중동,,,,
245260,001,강원도,삼척시,자원동,,,,
245180,001,강원도,삼척시,적노동,,,,
245130,001,강원도,삼척시,정상동,,,,
245717,002,강원도,삼척시,정상동,,,,석미아파트
245718,002,강원도,삼척시,정상동,,,,청솔아파트
245703,007,강원도,삼척시,정상동,,,,삼척경찰서
245716,002,강원도,삼척시,정상동,,,,경림아파트
245945,001,강원도,삼척시,정상동,,,1~69,
245946,001,강원도,삼척시,정상동,,,70~455,
245719,092,강원도,삼척시,정상동,,,,강부3차아파트 (101~103동)
245720,052,강원도,삼척시,정상동,,,,유성아파트 (101~105동)
245723,052,강원도,삼척시,정상동,,,,현진에버빌 (101~108동)
245140,001,강원도,삼척시,정하동,,,,
245170,001,강원도,삼척시,조비동,,,,
245100,001,강원도,삼척시,증산동,,,,
245270,001,강원도,삼척시,평전동,,,,
245911,001,강원도,삼척시,하장면,갈전리,,,
245911,011,강원도,삼척시,하장면,공전리,,,
245912,001,강원도,삼척시,하장면,광동리,,,
245913,001,강원도,삼척시,하장면,대전리,,,
245914,001,강원도,삼척시,하장면,둔전리,,,
245912,011,강원도,삼척시,하장면,번천리,,,
245912,021,강원도,삼척시,하장면,숙암리,,,
245914,011,강원도,삼척시,하장면,어리,,,
245913,011,강원도,삼척시,하장면,역둔리,,,
245914,021,강원도,삼척시,하장면,용연리,,,
245912,031,강원도,삼척시,하장면,장전리,,,
245911,021,강원도,삼척시,하장면,중봉리,,,
245914,031,강원도,삼척시,하장면,추동리,,,
245911,031,강원도,삼척시,하장면,토산리,,,
245913,021,강원도,삼척시,하장면,판문리,,,
245913,031,강원도,삼척시,하장면,한소리,,,
245910,001,강원도,삼척시,하장면,,,,
245600,006,강원도,삼척시,,,,,삼척우체국사서함
217060,001,강원도,속초시,교동,,,,
217750,002,강원도,속초시,교동,,,,현대아파트 (101~305동)
217757,002,강원도,속초시,교동,,,,주공아파트 (201~217동)
217800,001,강원도,속초시,교동,,,1~619,
217802,001,강원도,속초시,교동,,,630~634,
217806,001,강원도,속초시,교동,,,801~978,
217805,001,강원도,속초시,교동,,,767~800,
217804,001,강원도,속초시,교동,,,691~766,
217803,001,강원도,속초시,교동,,,635~690,
217801,001,강원도,속초시,교동,,,620~629,
217758,002,강원도,속초시,교동,,,,동부아파트
217755,002,강원도,속초시,교동,,,,대명늘푸른아파트
217753,002,강원도,속초시,교동,,,,대우아파트
217754,002,강원도,속초시,교동,,,,삼환아파트
217763,012,강원도,속초시,교동,,,,설악현대아파트 (101~104동)
217760,012,강원도,속초시,교동,,,,명지미래힐아파트 (101~106동)
217765,012,강원도,속초시,교동,,,,주공3차아파트
217756,022,강원도,속초시,교동,,,,남광하우스토리 (101~107동)
217761,012,강원도,속초시,금호동,,,,대림e편한세상아파트 (101~107동)
217807,001,강원도,속초시,금호동,,,1~619,
217808,001,강원도,속초시,금호동,,,620~781,
217040,001,강원도,속초시,금호동,,,,
217070,001,강원도,속초시,노학동,,,,
217703,007,강원도,속초시,노학동,,,,속초경찰서
217704,007,강원도,속초시,노학동,,,,속초세무서
217711,005,강원도,속초시,노학동,,,,동우대학
217100,001,강원도,속초시,대포동,,,,
219839,156,강원도,속초시,대포동,,,71-25,사서함
217110,001,강원도,속초시,도문동,,,,
